Id,Price
9946,245754.7970564679
12025,209463.83550051565
5341,214915.28130562496
9923,283243.28909572767
7953,267209.86370062997
11066,263532.2667167568
5037,175791.0780845396
2509,186990.28102492858
4937,299263.3007929541
12089,380309.7572484181
4964,182351.17155505158
16500,270333.8964483828
4625,138835.65959789036
2363,443329.2476294689
8148,186978.13888962264
3804,187360.96752040368
4584,155020.10962250267
10694,109153.68132956747
2691,175212.17042356665
2983,227014.0052619865
13563,375733.1239855439
10747,213870.8956579442
1721,208986.21524189413
2789,286073.63398077374
7214,255014.0318828494
8659,232897.12168078605
5107,308122.5889199123
3843,240380.13225756917
14610,393228.4566286347
15505,165747.66618822145
5060,276592.3272496964
16055,249606.78887753916
14963,186370.7139245286
4118,140013.4247282938
1672,242641.63855733591
3209,159482.47204281142
16515,147535.57981590714
973,178800.48550906955
12529,179565.47096783438
5896,113121.85002076672
5450,251473.91604947142
3249,177290.47375501096
8911,178798.27533716566
5898,208974.20291218138
1024,176368.35771003563
4766,209590.82409802164
15804,183183.54971637498
14303,174520.22569472867
10707,186099.22062283743
6605,204548.20144843572
1138,470913.73338696465
14088,423407.0090153255
9154,179494.3747228452
8190,204323.58794657834
398,263950.7256282489
13302,314171.7546554221
9696,148615.56371850066
16786,123111.9504643765
16230,226502.9112439579
6552,178715.6212671959
923,216948.16571428877
9602,293119.11425547104
5857,254386.90988106997
8120,164264.38182720105
7134,184673.57355946477
11726,166349.89079827984
8069,117740.81725772405
12420,169715.49058974948
8604,185368.50351316843
4854,273030.20944395347
12212,183716.42666974672
12099,439730.77522284095
3882,347464.8400930738
6995,343231.9426333317
10172,223287.95153166004
11672,319516.1677916753
12897,296235.1069911398
16097,228896.54911372662
6779,263732.14600223437
11199,198672.13831579886
10816,338382.74481911346
143,418377.6241517315
5399,262913.6943766763
3286,149863.22282640194
13706,178622.1680768227
1935,402943.40551270527
16000,202410.4774739925
2860,195184.6964087458
11407,221938.02304685835
16378,296123.300376203
12278,188286.49872092227
3842,193287.5250484106
2692,331933.135099263
7699,194943.1102712922
6825,293430.3225659058
7268,140899.48998713438
1477,382864.2345843682
9887,200174.56761272534
9436,189070.0564074166
3179,243647.8734191103
1350,463638.8503215959
10643,215306.49410530415
5793,255193.8895106799
11494,373688.8423570242
4206,190649.38349916277
12419,224971.2257516303
8530,232989.79418638506
5985,163931.7613868756
8908,203507.6208361598
256,123216.63208897853
7234,173242.70704153835
5648,216607.16661417828
3014,210470.9350337018
2184,183202.6746375108
9189,390024.306279484
14884,185384.9351115064
10333,203128.4939739546
15896,137986.99106136794
13269,150116.02980998435
8603,200133.74996420846
15087,161413.7425686255
4344,182044.15404681073
7981,72740.97721318864
10908,241544.20685268086
6190,156675.11437670022
11742,220257.3231084501
9224,146700.78114661408
14667,214741.06280473492
458,184927.9321813893
2464,330474.8761404246
12320,236154.6310273806
278,194569.37562130037
2912,209177.18646933467
6698,208119.19357861168
4510,116808.51496377845
4183,184448.9571834197
5551,209412.15159521895
12187,180585.4583349129
7948,222334.64811117173
10808,193972.21913419248
12432,193213.81435864628
5356,181169.28121317373
8984,555973.5824592113
9203,180883.58311728694
15412,84413.36661072694
12041,129315.47954042062
7644,248046.24925054473
7071,185229.43114937126
10685,176129.13285428696
6763,313173.0787960431
940,147551.4201202957
14959,204706.4320118145
1338,164681.38736457398
5351,131960.61369831258
6524,194288.99579226517
12516,156332.02945539547
3288,258539.0884344089
3146,231127.01024575043
3954,182929.68396248829
11955,161208.84669186862
1211,196230.4084151584
15668,206807.91421508006
1320,81443.01985065655
9108,155848.74190572984
16482,445519.20722880383
5017,141304.14025331585
8290,219489.21781648207
4304,426678.2332538073
1930,211990.0472168184
12530,168923.3310240788
11295,319286.58927260275
3002,146652.93103363726
15483,154829.87661472074
11525,199621.13343402385
13978,135845.96122300456
4885,153048.99697190148
8325,179228.90363012635
3630,130663.52230666885
9165,180088.71782678989
13945,254101.03560145758
10663,190192.03063402208
14803,177828.9739938209
7621,161808.1542521819
8205,235696.38307549182
10387,208578.81496072136
5457,147839.5449637978
10234,376971.6126767812
6251,178195.220378294
701,267830.432516649
7930,179826.86155247953
15028,144157.70155266914
12172,76129.07421840762
5805,170679.35303861144
7411,333209.3906363871
14806,168899.97360308122
7890,164029.15889946566
10440,167887.10371391076
14926,158450.04116969832
5381,150835.17037925698
3800,399897.64698497957
10511,227297.16415150464
9324,237788.45555293595
3313,215401.78022251252
7351,150033.70761833334
8459,190061.83076159155
9957,127190.61640777744
12024,153882.37514594718
4380,234750.6154370631
5042,118286.67235828961
13289,150873.13537188384
13407,394581.8339476863
13258,147860.33702222368
15993,311874.585043519
12525,184500.91855855615
4062,209425.53690864975
12065,276458.30679265806
8227,168562.4189673054
11333,167242.3333659417
2867,134272.69252704998
3319,249085.05131497642
3523,316594.3048937586
7055,202206.4137392357
14930,174266.22204963941
3444,127076.91803879067
2940,332590.4813755268
6935,299776.7713468358
16116,415762.7833004304
13370,257556.6631152559
6103,226580.9036925379
7446,218055.37123967469
1859,172933.5222974455
4079,178914.28875595386
3228,183460.13243820588
9665,163578.09598332242
15957,447545.5887033274
11533,168477.7626278041
2314,120132.79082494398
4096,192394.73754529472
13437,170505.50695004355
5980,198040.61125582113
2008,176755.15416710795
6754,198962.86772922784
4129,156323.08760875554
14557,249671.26143239342
7096,329867.6175589386
14297,257265.2395156865
3967,246709.0349390149
16485,108398.63239220635
13075,329080.4479929802
14289,189517.1501697766
10988,162866.4512816058
3230,147828.53035612003
13250,166263.753325963
2559,164229.68082831832
7739,330030.61480726535
7213,161002.33137082786
6639,204709.42322817567
3164,330157.0904615309
15207,173972.91826261525
5113,186072.96850789222
3929,140523.09123534986
14493,243700.4127565453
11110,184328.3399588165
2033,194297.8978843069
16057,198785.77779630315
16709,240271.5614474484
14313,157129.142801235
1028,256210.14452575156
7187,105085.45384808579
3738,341227.0896494707
9869,324268.9370255044
12644,197082.0795385291
3686,130458.18230397765
9196,257051.98626412096
12326,204569.50476350132
4936,211802.4188730737
13314,179358.37734585837
9857,318790.25468402205
519,191383.16697860032
8410,178811.53072561993
1720,178806.9545718582
10341,216406.02153477856
14415,184803.33355158012
10613,315271.67060433805
8027,150603.76046125943
15539,267281.9932878873
7431,268880.72410198476
1370,141046.09988858015
12708,151734.91406264348
2250,208570.81089663212
14758,148346.76203970928
8525,324466.90939961036
1538,305729.4437812792
1142,138392.30101893033
1152,258523.67481262583
9802,186049.76426493816
3331,327221.7712388076
15203,189914.5501510336
4247,176465.30934833572
1976,310543.159498146
2346,180401.6612155344
10078,252271.02019342218
1938,213245.03150226217
7819,195453.63532341248
2168,247835.12745770457
15634,216753.00070101977
8465,228450.06339738204
9313,160728.7149638586
6539,133865.4598342998
6325,105053.40811766284
13442,267596.464978724
9967,187818.58633059956
7893,266758.1853673191
2861,189766.1811441128
11031,363378.34765024314
15073,124697.5013522326
13837,159567.20343919916
2524,239162.1773345428
8617,217206.39897700096
13513,174947.86081463416
3081,198636.90973808538
10675,298981.38195280277
1907,90053.12555365493
4872,240818.32463013483
16274,361354.07808207074
11837,245016.13291901242
16577,265751.3245012041
5231,325319.43782610266
11315,183477.27845435843
273,208994.3466266649
8363,205199.10407081016
4255,202253.52422897078
16330,229940.07751582042
11528,177637.00971261004
14799,261294.7136632345
1611,298826.518519959
9234,193479.67320295368
1633,109846.3839744952
6791,226998.66634275715
11567,452860.550960631
3070,189563.07570964686
12094,235689.95982752892
14335,370896.4589902562
137,171175.7100575379
7182,153402.14015314315
11718,185562.57980537516
5194,96670.83031148875
97,375685.3815298866
5118,442876.54614898004
13920,271413.37742284336
9952,194669.08769340508
15337,202894.4415393549
10243,215595.01644601757
4048,399490.7487773672
171,214367.2246680342
11378,168392.8657217616
14190,172084.3767395182
15265,145483.39356895108
2740,144818.32637231148
5573,248995.1555131303
4481,203125.26759426072
2631,150343.57890750765
4984,258691.59632642518
16466,188704.09837354108
16716,121136.32078576482
15325,179201.40673086137
10115,186148.25350228435
117,422560.3913540195
5476,105592.3254785853
11757,178204.29081530633
12359,120036.84604483694
15546,193822.09498375424
8133,151294.15091693864
9018,316601.76953536674
2075,164391.9804420812
11170,299113.2502075611
15733,210461.23847360327
9280,136730.2763524348
10734,255680.93987524227
14071,156790.89382062666
7373,227769.8028427361
14736,176198.3852369043
3458,117936.63241492686
6183,170974.5226774076
7825,226477.75708523934
16775,171733.48843113284
5717,182676.53895653674
12397,143619.75861903105
8189,499816.4536077795
4423,220601.91449236334
3994,121109.06630380427
10342,196192.78820669593
10051,181518.11197662022
9453,148128.84576701547
12593,506311.25593499735
1274,88651.0124075623
6933,320891.5182481541
1761,150233.95663648873
7157,314629.4067714775
15169,142696.54010979302
6792,331601.10343469033
13830,167742.34847405052
7240,174013.60563729246
3051,244800.83703055105
6550,111715.53512062631
4603,190651.08515101802
5729,150015.20084431334
13473,320190.3961445506
15104,143520.9648631384
6599,381543.22781531035
2216,353205.4278133722
8721,295381.60221925826
3645,198219.65943034604
8664,210146.22419901178
11001,196851.86357537695
753,162480.36165443933
8129,236131.9155088181
15235,182139.7751703691
3359,192518.2125114353
10424,242856.65944181025
10226,221096.6490578594
9252,184101.01773641436
3008,256734.50688894556
5849,174509.06501598112
8494,181656.65368026576
6764,245168.2474717893
12445,309215.52235373115
11716,187716.04729950265
4508,113168.79960346482
5669,212148.61816523774
11427,117205.33933958529
11065,189411.4504578703
8910,213608.61367165306
16401,95841.5521883455
11913,152493.82547814774
6221,215536.19435807876
10839,190282.56926466394
2809,217041.5490795993
13311,145034.64140033638
6866,190620.24378187454
6019,171592.10964686587
3024,172846.94369338674
1391,227722.00231005167
15904,205367.2902765136
15858,268851.37253952527
9911,253560.86527431145
16579,196219.07971023946
4394,271277.0293169001
1468,464125.9257089363
12965,149169.56994010796
2249,166532.07404644147
14384,152172.14376806087
13040,124112.36507907005
8872,136313.55526228857
12864,236598.4167778509
15712,153578.80659041135
14049,152920.08198138277
1840,113189.46353562103
12019,177799.00090423095
8948,168523.92391877354
15154,202429.7923251031
6943,147836.72948963026
12564,359736.49807323096
12766,159136.27284771827
7255,232374.5900154378
7962,152811.43752405175
709,141413.6588688367
4634,142766.39935141546
889,243873.7375077547
4774,130776.3775183489
13890,175795.3019935811
15431,139867.1865863141
8726,283155.81439716084
10373,145491.27728451902
6413,147108.34642402508
9761,151637.47654513532
15864,150899.76319153895
6147,143873.4169858041
3384,235860.36947028857
320,265925.7069132309
8006,188272.75563772372
14395,181314.03659768126
14976,97077.78589217855
12185,230079.81975051214
4779,141241.49218599987
8551,135775.1873335089
9025,311356.2037988553
10616,227115.76910376427
7475,107942.71307635019
6341,307896.3287449839
14163,145174.14735612937
2211,189760.61143971863
10532,287039.7731568376
14338,137645.9809852786
831,173876.28116166024
3382,182120.0218105576
9209,309126.3214227063
7188,223638.3555590695
7197,211197.51703623575
11270,161202.40911654945
15918,95129.81771572221
6937,307471.9372645991
6178,200216.7085436026
10668,123830.0680683732
1413,266869.0124670305
6884,325921.4074666276
8266,210726.22611793582
14019,177934.82278079103
16764,153443.93794186332
15306,171767.01966373372
3740,229352.84940551585
5298,200912.2424694341
8319,175841.24204707277
4229,174530.8748897628
13429,181859.26059944928
1753,323714.63578480337
860,252299.8068341435
14219,153374.18651873685
12113,204444.81381828815
11309,128356.18798868857
9930,199914.30376941134
10570,214678.3919156295
2839,163988.7286256189
6699,124307.86696676839
16647,118405.92980944923
5325,221158.2468229919
13733,125656.94418101775
7818,324795.6690568372
12505,226380.87430751167
9489,196365.8724672031
10106,190402.8150177058
7864,193640.87065968956
5134,236092.36072181095
11859,147377.40668583752
7440,488995.800852496
1525,305806.16295261064
7339,186377.8277563514
8,311471.9205792956
3248,117122.33022558672
8995,225569.87052847454
15178,71687.97503405837
8594,166373.06661603384
15770,227894.56497437303
15859,346386.4436748732
1735,329766.0879554071
11410,485704.07535245846
16397,162484.97783367435
3572,146292.82075827985
5501,107001.79121096255
969,176688.58160077358
6977,451951.61899832106
1233,188119.85342712785
4258,151869.45813126388
90,301824.57360041124
16650,191344.7243382293
197,100966.15336888148
12514,303000.8203122487
4367,176001.01468613872
3199,190994.07849200093
5600,198361.79241151578
11641,165212.7927361989
14609,124708.49770059016
12775,161190.75995494274
14240,168995.95023345482
7933,201659.57604820613
6945,374229.2141383512
14006,204900.85995891254
6320,229581.98659867691
12061,197969.10865981094
16369,209001.04221223143
16354,336600.7027642538
3970,320995.17503752286
1048,207357.54463253918
3639,214214.63501348355
14448,234677.44866876586
2812,275866.52663949237
3932,146356.2187956306
14875,238483.91697232076
8883,118666.92892450048
7622,256365.78837615048
7252,123086.36312672716
9751,174182.36916351144
2378,205919.02056948518
6816,258814.4307971111
15358,205278.34029413477
7843,145044.226603347
10448,394749.32114991924
7840,290630.2632527086
8880,229549.45749275968
12551,333165.80410670134
15470,197435.79883494362
16207,221482.59771574286
12123,126882.95799532063
15247,245969.16191260898
7481,189020.02628464176
16171,343483.6558393946
7461,316299.6519291752
902,247596.64157757492
13094,156703.27265357017
11584,252120.99702158873
4462,201198.84520219627
15576,148427.46390077716
16606,262743.9963615926
5427,307826.09085251717
7725,186951.52429771583
5409,192936.08008172654
12579,125775.11356609812
12013,243027.80627318218
11321,203315.58098221198
9932,142316.26999792262
591,150176.2082362329
10357,214666.26613710698
3336,224839.43903298822
13,180022.566096676
4809,220244.92173581224
7555,173715.54598491004
15172,385844.62620294583
6989,123746.62067000695
4707,188236.04691014736
2046,240920.27968187656
6495,128971.08463686163
3873,185616.49535057324
7061,209487.61582862528
12112,218064.96751948755
8917,368514.6335555564
7735,150810.30507042774
16442,215489.77096706445
4244,165800.978656843
3747,294126.7125094339
11086,183942.83059663913
10080,216442.9674550593
15057,219477.26458392807
1331,191541.4475459677
8891,168901.8484170299
13411,211416.79140288197
16730,210621.72609162063
2267,197829.35641061902
3022,213779.25390149982
11190,217337.23864164244
11857,190851.23966709498
9318,198904.92935284003
16512,163300.05183773217
2053,227546.35704885982
13707,125207.65589126993
12143,154659.49260045236
14080,161226.2125727006
6130,177179.18286685648
7936,88993.47954275942
10101,180074.16728066053
5663,191570.43215014346
14811,126225.42339355477
1366,201354.45333595437
908,209274.32209690698
2953,122504.20122353033
14629,142741.6308418054
15096,424578.909852426
2115,189226.4845268242
11770,157816.13349757213
12701,191697.00072421125
14584,134287.17715411916
1893,423541.53063813044
9501,382602.0737008905
2138,116119.37572361418
9346,213571.7809388176
15960,316453.9787471616
8230,160717.91552873564
13843,218125.6554982747
13810,207988.05963045362
15650,174822.9480422355
9974,140690.95953163446
12200,202630.04395878586
538,210016.766120796
5334,205068.67727411143
14823,119984.12427867422
4817,170320.34364755102
9041,198866.82562420386
4359,285482.1117978921
4852,317261.18232913455
10141,145165.35301970478
1503,196904.91871081383
16256,413577.89605047344
683,111963.02669948783
14382,195786.8673556871
7248,203756.72986831042
1200,169765.01391595427
3563,168374.84228928664
3681,345824.82038984477
3053,263511.301665746
4099,245708.3316025744
807,128954.22925447003
4658,299073.97542518115
3535,179388.0228205745
12548,152490.82060675882
10488,190066.39460700858
5851,155674.46972002543
13736,238530.95525425646
875,168123.1274310717
14449,155599.0288683639
3958,365398.24972741137
10727,182593.83386044914
11296,136645.13216999208
13646,246478.53808129084
9599,226863.16132395383
7135,238989.78247117868
5943,340738.2149352439
2695,284155.7016035888
6766,236095.40891469124
5630,160980.31368577434
13586,208246.27757720632
3507,470464.2694983677
10014,133554.9143128461
459,227573.12918419592
3582,234367.7699601427
8560,249843.72421043136
3372,176875.25146590025
13109,259944.5544684693
8160,216558.21556765627
10706,217446.41914298886
9104,321703.5881235266
2870,202693.1545670468
13712,127755.79435140715
13924,127973.19075317716
798,280452.65644867514
9750,396687.3654140243
16248,301680.4279364621
3170,177009.84817589648
12700,223234.64053426246
10601,152666.6930229514
514,204777.32285423632
4010,302179.9322204342
8124,153677.99227137878
10800,185169.793945106
13628,197084.38686503924
11637,149109.4812807773
781,169895.9323965082
16156,195420.23578870585
12618,255210.70491352482
9766,174859.4858405235
15987,249272.69318722968
11051,336877.1370076631
7673,198246.1771452105
1245,341608.09812349937
2443,149508.55314045158
7413,72528.65422565182
310,154081.1387636062
10921,225435.05957187686
8709,93858.91404708855
12404,327076.3104878765
14986,220091.64172361477
10714,349213.37955294736
14286,219114.67187499636
13828,344253.36267715343
8926,423007.7943914774
12233,180384.6348756095
3913,210215.92817296778
5221,175121.05525783877
14965,88041.93012370812
862,184754.2647743772
13907,144400.14632659598
5418,190498.28923434523
2045,186374.31338547159
13321,193527.28956205188
2762,227482.86263146892
13888,170982.44673996547
14962,161632.0604220574
13305,338551.0379866599
8487,260144.47929624733
7146,171242.66680627817
1134,185912.17344697018
15092,335753.1552100219
13760,243781.51674760948
11958,456095.69009844057
3177,173991.3035224281
11350,227720.86649424792
1524,102989.96801461784
5527,246148.65143650354
2872,192026.06281995669
8602,328765.93008597416
3067,328118.81876007677
10435,218938.1731258929
11222,213020.31597477678
8700,139966.70474540567
10961,235402.26111561948
14305,199503.42171406682
8362,288297.4849301499
4979,160836.34254557296
7180,347978.8166619725
5763,112195.2274171899
2192,168300.25643034134
13581,176921.7087069419
10720,144800.2760079107
1358,237007.7733261575
13366,385275.1965727904
13539,379344.43535323837
12849,210035.8584995999
6794,177259.4487581928
525,495506.9459116393
12223,383514.9829493391
16271,136575.75919936888
5818,132372.5702185911
16588,283138.3148170499
8981,124093.29981898596
16476,129501.7812031509
14663,164168.41943524117
3,144801.70822384278
6615,129443.28157765992
12215,286091.2174967399
304,260610.9520860447
13634,252419.63688670762
9208,196942.28893029015
2175,167488.1361360794
250,208942.344339718
6045,194452.76493589085
10516,161646.2643213707
1852,481992.5571985955
1573,188895.54496918325
15079,164203.55023874665
5500,181933.51794380296
15775,142464.5153408204
3198,170005.47174523238
6718,196257.15715650033
4149,156128.42348866648
9627,242602.28870488118
7595,283250.83111792704
4538,194332.70692997408
3555,221570.56659802946
10483,342293.3450304763
8834,166005.9981915166
16412,190332.59082071923
6449,158280.01296199983
2767,194094.84798917052
11498,164902.7297682439
16472,150561.79553404282
178,312005.18335730507
10948,193423.9766887646
13313,324558.48885879776
8065,132529.11345923916
102,154904.88321102667
14428,156135.74813413306
11973,136811.0543086065
6663,173610.81049967065
15989,137472.27591417005
10955,455791.7698468403
11772,147254.67145823984
11364,229149.3755334604
7082,176408.49964994602
7749,382759.58755120373
6428,132288.63947399694
6869,107551.71049091537
295,181983.09086957335
12266,286486.5344329629
11129,221155.40174803088
826,283888.1202672669
3262,221686.57001187716
15641,285912.57173283503
1662,494489.23433712823
10926,211337.01058956631
10232,239072.86131670384
6376,178617.95834443194
7817,191703.55952970276
354,207117.28045863655
10076,197105.05536156098
11379,309654.3534326486
10184,126229.96113538997
4696,380386.75195154094
13562,387601.793603893
5436,183513.63515080817
13196,107963.87762186528
14939,265924.86652205396
14004,217805.6681523925
5916,186780.39748379838
7229,180536.96499534004
9143,157841.54489972375
3440,194525.49061008953
319,178143.2337244827
11683,231313.14968939556
12647,233021.54248510103
12788,132458.51589160197
13662,230799.47958781914
423,301426.9290703217
5222,196531.18892320074
9242,187396.01626797512
2641,192081.95191998463
4855,145214.4688764029
5360,166857.2753261929
9799,156543.41342474025
5526,250565.71663775004
10309,154495.41069593112
2144,322510.64563614107
7191,217331.14225361138
6732,160026.2356815117
14789,151953.26219304686
13525,150495.79318120723
4066,397063.5991773129
16422,211348.1613411861
14890,192834.01223103516
2922,238550.73708578118
3601,121025.5543252057
13416,111967.06635937082
14363,191823.43767176603
9496,282900.716802653
7115,337591.9106259937
8615,142821.2899731883
5218,78627.63788359969
9493,198301.88420748155
10623,194791.18617818132
2272,116811.91726497156
3352,306009.74193625676
84,179969.0390044227
8086,122286.56606763473
2595,207022.8401445137
3531,154298.20429660144
7460,304449.4687112367
9214,281257.1625513359
2790,261418.7231613206
10548,241782.95171963924
9218,165678.87771605485
7435,181126.9086412807
15780,189315.12348950535
7640,219437.02892914784
6223,205474.13822659382
3425,111427.09652077506
10582,146072.63001159357
702,239767.2544319294
2111,178054.81467507145
11730,182867.7138568445
9865,244681.73805944723
16478,333035.70483816403
1885,220862.25592628212
3956,312539.5444472351
16735,109920.2515549446
15264,213366.64723164932
15971,146638.74439324837
5584,198418.08140850774
15242,176534.29820177995
14358,179179.05978425487
11300,211679.50124641712
5446,185280.5769557288
3934,174946.80428996825
6610,174635.04737463183
10164,269914.3207312981
4646,195721.9067049498
13304,203463.4764428552
1985,218589.48072799697
4746,138717.86364302906
7963,213550.2588978081
14083,272624.6552724333
13140,278745.65349816845
15023,249673.94911703907
13093,231358.8576436092
7160,163045.4305331213
7407,171104.24438147515
16056,188770.74378768582
751,405960.6422843032
6179,92010.3536771613
9137,272572.83390018804
10992,285349.73795073165
5744,369032.1561259443
10884,166372.06551837115
12858,282190.243712637
13005,275707.5781520142
16714,186486.33757680666
1419,230692.7697176725
6064,172716.9919546371
3771,203949.13190154568
5945,450410.957094408
8453,65494.538070287614
3806,155708.90930468965
16748,243472.3862101912
11380,226203.32505670417
3107,198133.76455368998
12003,209750.8333744647
14567,280850.94510648266
1079,200972.62679302497
11705,139781.75082744643
7814,174210.96622368516
10174,160255.05338984597
5514,251348.16116823873
5265,258013.91732426253
10520,344396.2746732589
13195,215293.20327994454
14601,357901.16842200694
6012,166629.952909983
13079,191427.37898030266
9009,125391.59625144025
3122,190012.45823146487
5470,240440.96526084378
4840,161046.98553468988
6270,269020.01201920246
9158,93687.96635346403
10120,117108.60254174529
10672,292444.38088099787
4573,145450.76799460396
12118,301883.7445793386
7447,124835.42784282572
2171,206402.5354677798
6126,298635.587932886
2836,172811.48279752157
1457,243318.38909290082
11165,232493.30063241598
5923,191946.9434719014
1813,232482.3343544178
3492,250586.0634253147
1917,244694.36591943563
965,325282.2680487189
15795,148978.98847728712
821,208767.0214853283
4568,186235.44437454053
9078,236110.7356542492
11371,127376.28723090062
5149,180637.75991672292
281,193806.5235467497
1918,261162.74413303655
776,137188.0290787079
210,207630.05333547975
10782,178837.06440666172
9653,182678.89834858594
9372,160307.40307608424
5868,181532.83180158742
6176,143854.1986313298
3969,117008.9149386898
7427,146813.0449789434
8544,455926.27999011637
5219,231235.11107638956
16488,136633.90510755035
5855,267977.2489523616
15920,121004.1803915009
4393,448037.78430041805
5770,165158.67901077925
2900,147703.4532964702
8622,87709.95459441614
11610,282370.6664543956
10969,123586.94618379846
11029,109179.54852625141
6193,261868.29553137984
14087,424499.3984777166
13623,168619.21458332503
16689,167825.50091785827
1027,281781.2086129503
949,150149.51679411612
672,93086.44796861663
13832,137236.73201846427
2471,208310.49982092838
8728,321521.86003323767
7742,228616.11843494177
2698,223194.23872977577
9084,166737.8385760651
6075,322379.30644731363
2874,167732.50263933485
13119,149283.244099697
5010,225004.00523902557
1284,167799.49771279693
1151,167051.7833302964
5110,355502.62488681346
11386,134017.38370261533
8019,229437.86696331008
2859,126302.06865898208
16110,179384.64651101147
16027,261926.71802547332
14902,180322.1160298832
14301,205406.40882825598
2451,217211.96977909538
13596,132973.71721715556
1464,142369.21797863403
7927,397236.14873638056
9638,186584.49323126313
8009,317270.61064186523
11903,160489.60469347227
9243,112837.04969908218
547,186581.84517611546
5511,127298.29139908703
11247,186822.20424088405
15928,345298.69675733265
3434,208027.79689329586
7614,113064.00721308988
1380,200707.49307010006
2770,136812.14283029965
111,182454.23890156054
5994,143110.5529033125
12341,209834.83903136838
2787,268733.1249403526
14410,282498.64549992065
15983,129319.523716665
14876,184745.75799102566
653,140095.75506328154
2174,292238.79983840504
2575,315202.2606885918
7976,158704.23891531647
5812,321180.1772914511
13589,237035.93604284726
9122,136930.10200282294
8159,452573.4379089269
8754,261912.55546339188
9321,213654.66828717914
13535,180211.4766021094
2083,173701.32758892485
2689,349495.56457452086
2248,260775.46416354078
11649,153120.57263866038
11045,460080.2193334289
1276,84949.1841938211
5962,154718.04051430532
13012,164950.8579460555
4642,216319.9259379211
179,174029.4834682621
15347,458488.2639927888
